bcr_sample_barcode	bcr_analyte_barcode	a260_a280_ratio	amount	analyte_type	analyte_type_id	bcr_analyte_uuid	concentration	gel_image_file	normal_tumor_genotype_match	pcr_amplification_successful	spectrophotometer_method	well_number	ratio_28s_18s	rinvalue
TCGA-08-0347-11A	TCGA-08-0347-11A-01D	1.90	0 uL	DNA	D	a31b122d-7621-4ccf-8327-5cdd8f2c743f	0.150 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-08-0347-11A	TCGA-08-0347-11A-01G	1.8	40 uL	GenomePlex (Rubicon) Amplified DNA	G	950cf192-6d44-4ba8-98c7-ecd489bf7d58	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0347-11A	TCGA-08-0347-11A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	b62b78e9-e09f-4123-a109-659084e356df	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0356-01A	TCGA-08-0356-01A-01D	1.88	60 uL	DNA	D	3702786c-e6a4-4440-a31c-61b6f9b1ff49	0.160 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-08-0356-01A	TCGA-08-0356-01A-01G	1.9	2 uL	GenomePlex (Rubicon) Amplified DNA	G	669e7773-8cc9-419e-a9f6-2980599ae11b	.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0356-01A	TCGA-08-0356-01A-01R	1.80	61 uL	RNA	R	59841f92-fbfe-47ec-88ca-58ecb16f1bf0	0.180 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.5	8.8
TCGA-08-0356-01A	TCGA-08-0356-01A-01T	[Pending]	12 uL	Total RNA	T	48e883ac-1e6e-42a0-a015-bf401238adab	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0356-01A	TCGA-08-0356-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	a2e5ac9a-be60-4166-8a53-32ba2536fa11	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0356-11A	TCGA-08-0356-11A-01D	1.80	5 uL	DNA	D	8fee5b97-7513-4912-bb92-2e3979da00ba	0.160 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-08-0356-11A	TCGA-08-0356-11A-01G	1.8	40 uL	GenomePlex (Rubicon) Amplified DNA	G	cd23e4aa-c3ff-4e23-9468-938dd66cc1bd	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0356-11A	TCGA-08-0356-11A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	2901dc29-25ba-4974-9893-0d782318cbf9	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0016-01A	TCGA-02-0016-01A-01D	1.89	29 uL	DNA	D	63b5df12-c49b-4079-af5c-f448e202f9d6	0.520 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0016-01A	TCGA-02-0016-01A-01G	1.9	40 uL	GenomePlex (Rubicon) Amplified DNA	G	d63e77b3-48c1-43d6-925a-05e2cfca93af	.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0016-01A	TCGA-02-0016-01A-01R	1.80	193 uL	RNA	R	7d4a17bf-b823-47ae-bb6d-68f73d650e88	0.166 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.5	9.2
TCGA-02-0016-01A	TCGA-02-0016-01A-01T	[Pending]	10 uL	Total RNA	T	84a7dccc-69b5-4606-b545-770963f0d46c	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0016-01A	TCGA-02-0016-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	1403403b-1086-44eb-b2b4-5c16deab7e6c	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0016-10A	TCGA-02-0016-10A-01D	1.90	0 uL	DNA	D	8ab6cc62-00d5-427b-8395-8c2330f22b5e	0.070 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0016-10A	TCGA-02-0016-10A-01G	1.9	40 uL	GenomePlex (Rubicon) Amplified DNA	G	d0499163-252c-46c5-b5aa-2706e54fac81	0.19 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0016-10A	TCGA-02-0016-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	67e4ccb3-783f-4ed2-8e00-d0736a2e7175	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0025-01A	TCGA-02-0025-01A-01D	1.90	3.3299999999999983 uL	DNA	D	e580a3a7-224d-494c-8bb7-ab24e249cf2b	0.500 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0025-01A	TCGA-02-0025-01A-01G	1.9	2 uL	GenomePlex (Rubicon) Amplified DNA	G	b9f0373b-bc51-4df8-8966-c1fbde74874f	.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0025-01A	TCGA-02-0025-01A-01R	1.80	39 uL	RNA	R	d3fadd42-6ece-42cc-9eed-e636289fe591	0.168 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	7.6
TCGA-02-0025-01A	TCGA-02-0025-01A-01T	[Pending]	9 uL	Total RNA	T	a09d7489-eaf2-4a87-90ff-69f046ae92e0	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0025-01A	TCGA-02-0025-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	987d870c-6e00-4aa6-9583-caaf70167337	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0025-10A	TCGA-02-0025-10A-01D	1.90	0 uL	DNA	D	a7f8449c-2df6-415e-80e6-a5778bc393d1	0.090 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0025-10A	TCGA-02-0025-10A-01G	1.8	40 uL	GenomePlex (Rubicon) Amplified DNA	G	8d45b987-70bf-4361-88a4-1d197831a25d	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0025-10A	TCGA-02-0025-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	5aee9e30-81d1-4435-a8b7-8881e6d1334c	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0385-01A	TCGA-08-0385-01A-01D	1.86	0 uL	DNA	D	0347e986-afa4-463a-a8c2-27372926f4a4	0.070 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-08-0385-01A	TCGA-08-0385-01A-01G	1.9	146.7 uL	GenomePlex (Rubicon) Amplified DNA	G	9b6ed79c-8625-4209-83a6-28102765864c	.13 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0385-01A	TCGA-08-0385-01A-01R	1.80	74 uL	RNA	R	79f4cc3f-e6c9-4eaf-b629-52e02cb15dc7	0.140 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	2.3	7.5
TCGA-08-0385-01A	TCGA-08-0385-01A-01T	[Pending]	0 uL	Total RNA	T	55d42a01-9aec-4d17-8c2f-4b3031e3edb3	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0385-01A	TCGA-08-0385-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	eacdfa7f-dbd3-460d-ab3b-34762718fe9a	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0385-11A	TCGA-08-0385-11A-01D	1.90	14 uL	DNA	D	413c212c-245a-403d-88d8-e9eadceeb0de	0.180 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-08-0385-11A	TCGA-08-0385-11A-01G	1.9	146.7 uL	GenomePlex (Rubicon) Amplified DNA	G	8f86886e-c7a8-480b-8b2e-368ecbc4bd8a	0.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0385-11A	TCGA-08-0385-11A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	0fdf3ac3-11d1-4769-8e51-e0eb1dc5efff	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0389-01A	TCGA-08-0389-01A-01D	1.89	161 uL	DNA	D	cc4eaf1e-b000-420a-b066-7b121f2d78cc	0.180 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-08-0389-01A	TCGA-08-0389-01A-01G	1.9	40 uL	GenomePlex (Rubicon) Amplified DNA	G	eb78eb30-f8e3-4992-a4d5-6cf5dfd9c26f	.19 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0389-01A	TCGA-08-0389-01A-01R	1.80	218 uL	RNA	R	60b7f009-3c69-4c3b-afaf-7a8a64eecab1	0.180 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.7	7.1
TCGA-08-0389-01A	TCGA-08-0389-01A-01T	[Pending]	62 uL	Total RNA	T	1fe2fb17-8354-458a-ad09-1d8642568347	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0389-01A	TCGA-08-0389-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	8523684a-0cb4-47c1-a612-1737ae127571	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0389-11A	TCGA-08-0389-11A-01D	1.90	4 uL	DNA	D	b741ee64-1a51-4d69-8452-6ac7ee11167f	0.140 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-08-0389-11A	TCGA-08-0389-11A-01G	1.9	40 uL	GenomePlex (Rubicon) Amplified DNA	G	712ea19e-0d61-43df-9b35-d1e91776f45b	0.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0389-11A	TCGA-08-0389-11A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	b9b43ae8-1315-47fa-bf76-685d054cff92	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0051-01A	TCGA-02-0051-01A-01D	1.90	46.7 uL	DNA	D	4af6e603-63ab-46d1-b5b2-52de9188fbff	0.450 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0051-01A	TCGA-02-0051-01A-01G	1.9	40 uL	GenomePlex (Rubicon) Amplified DNA	G	b80115da-b178-46a0-921f-7fa5cbef3682	.19 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0051-01A	TCGA-02-0051-01A-01R	1.80	52 uL	RNA	R	52904c32-0fbb-461e-b252-39acd2285a20	0.155 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.2	9.0
TCGA-02-0051-01A	TCGA-02-0051-01A-01T	[Pending]	10 uL	Total RNA	T	196a8380-99a5-4e32-80d2-994f4405b03b	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0051-10A	TCGA-02-0051-10A-01D	1.80	0 uL	DNA	D	4379a973-c604-4a8f-906c-0d1688c29646	0.002 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0051-10A	TCGA-02-0051-10A-01G	1.8	40 uL	GenomePlex (Rubicon) Amplified DNA	G	b9ee9a05-97f0-417c-8536-ba6405360bd1	.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0348-01A	TCGA-08-0348-01A-01D	1.90	167 uL	DNA	D	01fac316-679d-4335-be5c-2fa041197d0c	0.170 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-08-0348-01A	TCGA-08-0348-01A-01G	1.9	40 uL	GenomePlex (Rubicon) Amplified DNA	G	0b15345a-b5ff-467f-aeee-e277b8311c76	.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0348-01A	TCGA-08-0348-01A-01R	1.80	135 uL	RNA	R	4f8a3f1c-0af2-4586-9295-e426186ceac6	0.170 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.4	8.7
TCGA-08-0348-01A	TCGA-08-0348-01A-01T	[Pending]	24 uL	Total RNA	T	260b5971-b15c-434f-87e9-97e6d98d53d1	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0348-01A	TCGA-08-0348-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	79f00a98-f78a-4e1e-965b-9620322b1266	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0348-11A	TCGA-08-0348-11A-01D	1.80	5 uL	DNA	D	a6fb94b3-d6f8-4924-b33c-6137c5af9377	0.080 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-08-0348-11A	TCGA-08-0348-11A-01G	1.8	40 uL	GenomePlex (Rubicon) Amplified DNA	G	2a0bf8e3-e76e-45e1-822d-96f1aa5ca25c	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0348-11A	TCGA-08-0348-11A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	e2008462-1ee2-4277-9159-8bd7b0676b9a	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0059-01A	TCGA-02-0059-01A-01D	1.90	0 uL	DNA	D	6b38d3a6-e2a3-48d1-8d9c-b4b7957d2d9b	0.500 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0059-01A	TCGA-02-0059-01A-01G	1.9	40 uL	GenomePlex (Rubicon) Amplified DNA	G	3823c6cb-7168-4316-b37f-69eff2904313	.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0059-01A	TCGA-02-0059-01A-01R	1.80	7 uL	RNA	R	d191e797-95e3-4f6b-8bf0-bddfa07bbb49	0.148 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	8.6
TCGA-02-0059-01A	TCGA-02-0059-01A-01T	[Pending]	10 uL	Total RNA	T	cacd3074-41f2-45d4-a2fe-f074f8c932ac	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0059-10A	TCGA-02-0059-10A-01D	1.50	0 uL	DNA	D	67ace3ad-b1fe-4955-80f8-ea01e5c6167e	0.004 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0059-10A	TCGA-02-0059-10A-01G	1.9	40 uL	GenomePlex (Rubicon) Amplified DNA	G	100b227a-7a77-4a90-8077-2a03a5f3b8f9	.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0346-01A	TCGA-08-0346-01A-01D	1.89	42 uL	DNA	D	c21c047d-7950-4f75-a2ee-37bbbb3c6a18	0.170 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-08-0346-01A	TCGA-08-0346-01A-01G	1.9	40 uL	GenomePlex (Rubicon) Amplified DNA	G	8827f48c-2066-436d-90a4-9bf23009f83d	.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0346-01A	TCGA-08-0346-01A-01R	1.80	97 uL	RNA	R	a1bcc78f-2624-46ab-aedb-7eb2ec7c11c9	0.180 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	8.2
TCGA-08-0346-01A	TCGA-08-0346-01A-01T	[Pending]	21 uL	Total RNA	T	c309e1f9-9d1c-4b55-98a3-0f62109662e1	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0346-01A	TCGA-08-0346-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	08874939-33dd-4e08-867f-15be26ff6c4b	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0346-11A	TCGA-08-0346-11A-01D	1.90	0 uL	DNA	D	9db03cc0-47c5-4b59-b38f-27b0b582c71d	0.150 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-08-0346-11A	TCGA-08-0346-11A-01G	1.8	40 uL	GenomePlex (Rubicon) Amplified DNA	G	f3b67991-0501-49df-a33c-8908ffd23dea	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0346-11A	TCGA-08-0346-11A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	9d6c784b-e7a4-4d01-9eb3-d7a940542ad0	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0354-01A	TCGA-08-0354-01A-01D	1.88	92 uL	DNA	D	cb5fe45d-cda8-4d6f-aa12-b5d6b00c9eca	0.160 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-08-0354-01A	TCGA-08-0354-01A-01G	1.9	40 uL	GenomePlex (Rubicon) Amplified DNA	G	37f3c5ee-f0f1-44f8-80f2-9ae624ba4779	.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0354-01A	TCGA-08-0354-01A-01R	1.80	75 uL	RNA	R	fbd048fb-e3e5-458a-b525-193c550ad754	0.160 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	8.4
TCGA-08-0354-01A	TCGA-08-0354-01A-01T	[Pending]	23 uL	Total RNA	T	027efa8f-e675-4927-bf19-b6be2ddcd1d3	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0354-01A	TCGA-08-0354-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	33f32996-717d-427e-bfca-00fc72f6c390	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0354-11A	TCGA-08-0354-11A-01D	1.90	1 uL	DNA	D	4c382f2e-779a-4f31-a2c4-819115db94fb	0.170 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-08-0354-11A	TCGA-08-0354-11A-01G	1.9	40 uL	GenomePlex (Rubicon) Amplified DNA	G	17d7e70f-e438-46d7-a058-4b9727f87617	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0354-11A	TCGA-08-0354-11A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	f6ed82b6-d199-4534-a0e4-8d5ffece4bab	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0350-01A	TCGA-08-0350-01A-01D	1.92	115 uL	DNA	D	5b3f9223-b543-4b09-9d4f-97be95904c24	0.150 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-08-0350-01A	TCGA-08-0350-01A-01G	1.9	40 uL	GenomePlex (Rubicon) Amplified DNA	G	0d312e59-5523-4c5b-a446-aa8278673cc2	.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0350-01A	TCGA-08-0350-01A-01R	1.80	53 uL	RNA	R	662dca4e-0f97-4b5e-ab34-d59900421a11	0.160 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.4	7.0
TCGA-08-0350-01A	TCGA-08-0350-01A-01T	[Pending]	16 uL	Total RNA	T	482f7f24-2279-4d62-9a12-228caeeee37f	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0350-01A	TCGA-08-0350-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	f52ad2c4-3063-4f22-a730-3fb97a3c5ecc	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0350-11A	TCGA-08-0350-11A-01D	1.90	5 uL	DNA	D	ab9da20a-950a-4792-8cea-f2d2c5775c0f	0.150 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-08-0350-11A	TCGA-08-0350-11A-01G	1.9	40 uL	GenomePlex (Rubicon) Amplified DNA	G	7c7d41c8-4aed-43ef-883d-129551c57b52	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-08-0350-11A	TCGA-08-0350-11A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	5228e9b0-1998-4b71-ab8d-75f4f00c684b	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0004-01A	TCGA-02-0004-01A-01D	1.90	14 uL	DNA	D	7da63632-94bd-4557-9e88-9ae6c79756af	0.480 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0004-01A	TCGA-02-0004-01A-01G	1.9	146.7 uL	GenomePlex (Rubicon) Amplified DNA	G	c3e0f0fa-f58a-48ea-b0cb-099dde80f1dd	.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0004-01A	TCGA-02-0004-01A-01R	1.80	198 uL	RNA	R	afd5a729-4678-4e10-b658-124aba62be3a	0.129 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	8.6
TCGA-02-0004-01A	TCGA-02-0004-01A-01T	[Pending]	9 uL	Total RNA	T	fe12a94a-c39d-4be9-8d52-cf9c2a7b3086	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0004-01A	TCGA-02-0004-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	fabaa259-b7c1-4ad2-bb49-904f7f1d7980	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0004-10A	TCGA-02-0004-10A-01D	1.70	29 uL	DNA	D	45c0dc23-3150-480b-af47-3ba632f00cdf	0.010 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0004-10A	TCGA-02-0004-10A-01G	1.8	146.7 uL	GenomePlex (Rubicon) Amplified DNA	G	e7254601-956f-49c2-bb40-c8dfe9b582db	0.09 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0004-10A	TCGA-02-0004-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	c28de571-574b-4fd1-ad65-ac9496ee6444	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0015-01A	TCGA-02-0015-01A-01D	1.88	42 uL	DNA	D	d9db7af6-5831-4fc0-8341-9a9f6abf84b5	0.520 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-02-0015-01A	TCGA-02-0015-01A-01G	1.9	2 uL	GenomePlex (Rubicon) Amplified DNA	G	be70dd25-666d-4909-8867-c20a5a077499	.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-02-0015-01A	TCGA-02-0015-01A-01R	1.80	83 uL	RNA	R	c500f75a-cd40-4602-a37a-a345fd1d9a66	0.186 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.5	9.2
