Platform Type	Center	Platform	Level	Sample	Barcode	File Name
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-1978-01	TCGA-32-1978-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-32-1978-01A-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-1979-01	TCGA-32-1979-01A-01R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-32-1979-01A-01R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-1980-01	TCGA-32-1980-01A-01R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-32-1980-01A-01R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-1982-01	TCGA-32-1982-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-32-1982-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-1986-01	TCGA-32-1986-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-32-1986-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-1987-01	TCGA-32-1987-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-32-1987-01A-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-1991-01	TCGA-32-1991-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-32-1991-01A-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-2491-01	TCGA-32-2491-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-32-2491-01A-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-2494-01	TCGA-32-2494-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-32-2494-01A-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-2495-01	TCGA-32-2495-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-32-2495-01A-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-2615-01	TCGA-32-2615-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-32-2615-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-2616-01	TCGA-32-2616-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-32-2616-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-2632-01	TCGA-32-2632-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-32-2632-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-2634-01	TCGA-32-2634-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-32-2634-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-2638-01	TCGA-32-2638-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-32-2638-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-4208-01	TCGA-32-4208-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-32-4208-01A-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-4209-01	TCGA-32-4209-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-32-4209-01A-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-4210-01	TCGA-32-4210-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-32-4210-01A-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-4211-01	TCGA-32-4211-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-32-4211-01A-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-4213-01	TCGA-32-4213-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-32-4213-01A-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-4719-01	TCGA-32-4719-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-32-4719-01A-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-5222-01	TCGA-32-5222-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-32-5222-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-41-2571-01	TCGA-41-2571-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-41-2571-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-41-2572-01	TCGA-41-2572-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-41-2572-01A-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-41-2573-01	TCGA-41-2573-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-41-2573-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-41-2575-01	TCGA-41-2575-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-41-2575-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-41-3392-01	TCGA-41-3392-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-41-3392-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-41-3393-01	TCGA-41-3393-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-41-3393-01A-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-41-3915-01	TCGA-41-3915-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-41-3915-01A-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-41-4097-01	TCGA-41-4097-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-41-4097-01A-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-41-5651-01	TCGA-41-5651-01A-01R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-41-5651-01A-01R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-76-4925-01	TCGA-76-4925-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-76-4925-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-76-4926-01	TCGA-76-4926-01B-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-76-4926-01B-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-76-4927-01	TCGA-76-4927-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-76-4927-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-76-4928-01	TCGA-76-4928-01B-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-76-4928-01B-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-76-4929-01	TCGA-76-4929-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-76-4929-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-76-4931-01	TCGA-76-4931-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-76-4931-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-76-4932-01	TCGA-76-4932-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-76-4932-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-76-4934-01	TCGA-76-4934-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-76-4934-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-76-4935-01	TCGA-76-4935-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-76-4935-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-76-6191-01	TCGA-76-6191-01A-13R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-76-6191-01A-13R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-76-6192-01	TCGA-76-6192-01A-11R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-76-6192-01A-11R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-76-6193-01	TCGA-76-6193-01A-11R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-76-6193-01A-11R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-76-6282-01	TCGA-76-6282-01A-11R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-76-6282-01A-11R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-76-6285-01	TCGA-76-6285-01A-11R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-76-6285-01A-11R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-81-5910-01	TCGA-81-5910-01A-11R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-81-5910-01A-11R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-87-5896-01	TCGA-87-5896-01A-01R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-87-5896-01A-01R-1698-01__gene_expression_analysis.txt
Somatic Mutations	BI	IlluminaGA_DNASeq	2	selected_samples	TCGA-02-0003-01A-01D-1490-08/TCGA-02-0033-01A-01D-1490-08/TCGA-02-0047-01A-01D-1490-08/TCGA-02-0055-01A-01D-1490-08/TCGA-02-2470-01A-01D-1494-08/TCGA-02-2483-01A-01D-1494-08/TCGA-02-2485-01A-01D-1494-08/TCGA-02-2486-01A-01D-1494-08/TCGA-06-0119-01A-08D-1490-08/TCGA-06-0122-01A-01D-1490-08/TCGA-06-0124-01A-01D-1490-08/TCGA-06-0125-02A-11D-2280-08/TCGA-06-0126-01A-01D-1490-08/TCGA-06-0128-01A-01D-1490-08/TCGA-06-0129-01A-01D-1490-08/TCGA-06-0130-01A-01D-1490-08/TCGA-06-0132-01A-02D-1491-08/TCGA-06-0137-01A-01D-1490-08/TCGA-06-0139-01A-01D-1490-08/TCGA-06-0140-01A-01D-1490-08/TCGA-06-0141-01A-01D-1490-08/TCGA-06-0142-01A-01D-1490-08/TCGA-06-0145-01A-01W-0224-08/TCGA-06-0151-01A-01D-1491-08/TCGA-06-0152-01A-02W-0323-08/TCGA-06-0154-01A-03D-1491-08/TCGA-06-0155-01B-01D-1492-08/TCGA-06-0157-01A-01D-1491-08/TCGA-06-0158-01A-01D-1491-08/TCGA-06-0165-01A-01D-1491-08/TCGA-06-0166-01A-01D-1491-08/TCGA-06-0167-01A-01D-1491-08/TCGA-06-0168-01A-01D-1491-08/TCGA-06-0169-01A-01D-1490-08/TCGA-06-0171-02A-11D-2280-08/TCGA-06-0173-01A-01D-1491-08/TCGA-06-0174-01A-01D-1491-08/TCGA-06-0178-01A-01D-1491-08/TCGA-06-0184-01A-01D-1491-08/TCGA-06-0185-01A-01W-0254-08/TCGA-06-0188-01A-01W-0254-08/TCGA-06-0189-01A-01D-1491-08/TCGA-06-0190-02A-01D-2280-08/TCGA-06-0192-01B-01W-0348-08/TCGA-06-0195-01B-01D-1491-08/TCGA-06-0209-01A-01D-1491-08/TCGA-06-0210-02A-01D-2280-08/TCGA-06-0211-02A-02D-2280-08/TCGA-06-0213-01A-01D-1491-08/TCGA-06-0214-01A-02D-1491-08/TCGA-06-0216-01B-01D-1492-08/TCGA-06-0219-01A-01D-1491-08/TCGA-06-0221-02A-11D-2280-08/TCGA-06-0237-01A-02D-1491-08/TCGA-06-0238-01A-02D-1492-08/TCGA-06-0240-01A-03D-1491-08/TCGA-06-0241-01A-02D-1491-08/TCGA-06-0644-01A-02D-1492-08/TCGA-06-0645-01A-01D-1492-08/TCGA-06-0646-01A-01D-1492-08/TCGA-06-0648-01A-01W-0323-08/TCGA-06-0649-01B-01W-0348-08/TCGA-06-0650-01A-02D-1696-08/TCGA-06-0686-01A-01W-0348-08/TCGA-06-0743-01A-01D-1492-08/TCGA-06-0744-01A-01W-0348-08/TCGA-06-0745-01A-01W-0348-08/TCGA-06-0747-01A-01W-0348-08/TCGA-06-0749-01A-01W-0348-08/TCGA-06-0750-01A-01W-0348-08/TCGA-06-0875-01A-01W-0424-08/TCGA-06-0876-01A-01W-0424-08/TCGA-06-0877-01A-01W-0424-08/TCGA-06-0878-01A-01W-0424-08/TCGA-06-0879-01A-01W-0424-08/TCGA-06-0881-01A-02W-0424-08/TCGA-06-0882-01A-01W-0424-08/TCGA-06-0939-01A-01D-1353-08/TCGA-06-1804-01A-01D-1696-08/TCGA-06-1806-01A-02D-1845-08/TCGA-06-2557-01A-01D-1494-08/TCGA-06-2558-01A-01D-1494-08/TCGA-06-2559-01A-01D-1494-08/TCGA-06-2561-01A-02D-1494-08/TCGA-06-2562-01A-01D-1494-08/TCGA-06-2563-01A-01D-1494-08/TCGA-06-2564-01A-01D-1494-08/TCGA-06-2565-01A-01D-1494-08/TCGA-06-2567-01A-01D-1494-08/TCGA-06-2569-01A-01D-1494-08/TCGA-06-2570-01A-01D-1495-08/TCGA-06-5408-01A-01D-1696-08/TCGA-06-5410-01A-01D-1696-08/TCGA-06-5411-01A-01D-1696-08/TCGA-06-5412-01A-01D-1696-08/TCGA-06-5413-01A-01D-1696-08/TCGA-06-5414-01A-01D-1486-08/TCGA-06-5415-01A-01D-1486-08/TCGA-06-5417-01A-01D-1486-08/TCGA-06-5418-01A-01D-1486-08/TCGA-06-5856-01A-01D-1696-08/TCGA-06-5858-01A-01D-1696-08/TCGA-06-5859-01A-01D-1696-08/TCGA-06-6388-01A-12D-1845-08/TCGA-06-6389-01A-11D-1696-08/TCGA-06-6390-01A-11D-1696-08/TCGA-06-6391-01A-11D-1696-08/TCGA-06-6693-01A-11D-1845-08/TCGA-06-6694-01A-12D-1845-08/TCGA-06-6695-01A-11D-1845-08/TCGA-06-6697-01A-11D-1845-08/TCGA-06-6698-01A-11D-1845-08/TCGA-06-6699-01A-11D-1845-08/TCGA-06-6700-01A-12D-1845-08/TCGA-06-6701-01A-11D-1845-08/TCGA-08-0386-01A-01D-1492-08/TCGA-12-0615-01A-01D-1492-08/TCGA-12-0616-01A-01D-1492-08/TCGA-12-0618-01A-01D-1492-08/TCGA-12-0619-01A-01D-1492-08/TCGA-12-0688-01A-02D-1492-08/TCGA-12-0692-01A-01W-0348-08/TCGA-12-0821-01A-01W-0424-08/TCGA-12-1597-01B-01D-1495-08/TCGA-12-3649-01A-01D-1495-08/TCGA-12-3650-01A-01D-1495-08/TCGA-12-3652-01A-01D-1495-08/TCGA-12-3653-01A-01D-1495-08/TCGA-12-5295-01A-01D-1486-08/TCGA-12-5299-01A-02D-1486-08/TCGA-12-5301-01A-01D-1486-08/TCGA-14-0740-01B-01D-1845-08/TCGA-14-0781-01B-01D-1696-08/TCGA-14-0786-01B-01D-1492-08/TCGA-14-0787-01A-01W-0424-08/TCGA-14-0789-01A-01W-0424-08/TCGA-14-0790-01B-01D-1494-08/TCGA-14-0813-01A-01W-0424-08/TCGA-14-0817-01A-01W-0424-08/TCGA-14-0862-01B-01D-1845-08/TCGA-14-0871-01A-01W-0424-08/TCGA-14-1034-02B-01D-2280-08/TCGA-14-1043-01B-11D-1845-08/TCGA-14-1395-01B-11D-1845-08/TCGA-14-1450-01B-01D-1845-08/TCGA-14-1456-01B-01D-1494-08/TCGA-14-1823-01A-01W-0643-08/TCGA-14-1825-01A-01W-0643-08/TCGA-14-1829-01A-01W-0643-08/TCGA-14-2554-01A-01D-1494-08/TCGA-14-3476-01B-01D-1353-08/TCGA-14-4157-01A-01D-1353-08/TCGA-15-0742-01A-01W-0348-08/TCGA-15-1444-01A-02D-1696-08/TCGA-16-0846-01A-01W-0424-08/TCGA-16-0861-01A-01W-0424-08/TCGA-16-1045-01B-01W-0611-08/TCGA-16-1048-01B-01D-1353-08/TCGA-19-1390-01A-01D-1495-08/TCGA-19-1790-01B-01D-1353-08/TCGA-19-2619-01A-01D-1495-08/TCGA-19-2620-01A-01D-1495-08/TCGA-19-2623-01A-01D-1495-08/TCGA-19-2624-01A-01D-1495-08/TCGA-19-2625-01A-01D-1495-08/TCGA-19-2629-01A-01D-1495-08/TCGA-19-2631-01A-01D-1353-08/TCGA-19-4068-01A-01D-1353-08/TCGA-19-5947-01A-11D-1696-08/TCGA-19-5950-01A-11D-1696-08/TCGA-19-5951-01A-11D-1696-08/TCGA-19-5952-01A-11D-1696-08/TCGA-19-5953-01B-12D-1845-08/TCGA-19-5954-01A-11D-1696-08/TCGA-19-5955-01A-11D-1696-08/TCGA-19-5958-01A-11D-1696-08/TCGA-19-5959-01A-11D-1696-08/TCGA-19-5960-01A-11D-1696-08/TCGA-26-1439-01A-01D-1353-08/TCGA-26-1442-01A-01D-1696-08/TCGA-26-5132-01A-01D-1486-08/TCGA-26-5133-01A-01D-1486-08/TCGA-26-5134-01A-01D-1486-08/TCGA-26-5135-01A-01D-1486-08/TCGA-26-5136-01B-01D-1486-08/TCGA-26-5139-01A-01D-1486-08/TCGA-26-6173-01A-11D-1845-08/TCGA-26-6174-01A-21D-1845-08/TCGA-27-1830-01A-01W-0643-08/TCGA-27-1831-01A-01D-1494-08/TCGA-27-1832-01A-01W-0643-08/TCGA-27-1833-01A-01W-0643-08/TCGA-27-1834-01A-01W-0643-08/TCGA-27-1835-01A-01D-1494-08/TCGA-27-1836-01A-01D-1494-08/TCGA-27-1837-01A-01D-1494-08/TCGA-27-1838-01A-01D-1494-08/TCGA-27-2518-01A-01D-1494-08/TCGA-27-2519-01A-01D-1494-08/TCGA-27-2521-01A-01D-1494-08/TCGA-27-2523-01A-01D-1494-08/TCGA-27-2524-01A-01D-1494-08/TCGA-27-2526-01A-01D-1494-08/TCGA-27-2527-01A-01D-1494-08/TCGA-27-2528-01A-01D-1494-08/TCGA-28-1747-01C-01D-1494-08/TCGA-28-1753-01A-01D-1494-08/TCGA-28-2499-01A-01D-1494-08/TCGA-28-2501-01A-01D-1696-08/TCGA-28-2502-01B-01D-1494-08/TCGA-28-2509-01A-01D-1494-08/TCGA-28-2510-01A-01D-1696-08/TCGA-28-2513-01A-01D-1494-08/TCGA-28-2514-01A-02D-1494-08/TCGA-28-5204-01A-01D-1486-08/TCGA-28-5207-01A-01D-1486-08/TCGA-28-5208-01A-01D-1486-08/TCGA-28-5209-01A-01D-1486-08/TCGA-28-5211-01C-11D-1845-08/TCGA-28-5213-01A-01D-1486-08/TCGA-28-5214-01A-01D-1486-08/TCGA-28-5215-01A-01D-1486-08/TCGA-28-5216-01A-01D-1486-08/TCGA-28-5218-01A-01D-1486-08/TCGA-28-5219-01A-01D-1486-08/TCGA-28-5220-01A-01D-1486-08/TCGA-28-6450-01A-11D-1696-08/TCGA-32-1970-01A-01D-1494-08/TCGA-32-1977-01A-01D-1353-08/TCGA-32-1979-01A-01D-1696-08/TCGA-32-1980-01A-01D-1696-08/TCGA-32-1982-01A-01D-1494-08/TCGA-32-1986-01A-01D-1494-08/TCGA-32-1991-01A-01D-1353-08/TCGA-32-2491-01A-01D-1353-08/TCGA-32-2494-01A-01D-1353-08/TCGA-32-2495-01A-01D-1353-08/TCGA-32-2615-01A-01D-1495-08/TCGA-32-2632-01A-01D-1495-08/TCGA-32-2634-01A-01D-1495-08/TCGA-32-2638-01A-01D-1495-08/TCGA-32-4208-01A-01D-1353-08/TCGA-32-4209-01A-01D-1353-08/TCGA-32-4210-01A-01D-1353-08/TCGA-32-4211-01A-01D-1353-08/TCGA-32-4213-01A-01D-1353-08/TCGA-32-4719-01A-01D-1353-08/TCGA-32-5222-01A-01D-1486-08/TCGA-41-2571-01A-01D-1495-08/TCGA-41-2572-01A-01D-1353-08/TCGA-41-2573-01A-01D-1495-08/TCGA-41-2575-01A-01D-1495-08/TCGA-41-3392-01A-01D-1495-08/TCGA-41-3393-01A-01D-1353-08/TCGA-41-3915-01A-01D-1353-08/TCGA-41-4097-01A-01D-1353-08/TCGA-41-5651-01A-01D-1696-08/TCGA-41-6646-01A-11D-1845-08/TCGA-74-6573-01A-12D-1845-08/TCGA-74-6575-01A-11D-1845-08/TCGA-74-6577-01A-11D-1845-08/TCGA-74-6578-01A-11D-1845-08/TCGA-74-6584-01A-11D-1845-08/TCGA-76-4925-01A-01D-1486-08/TCGA-76-4926-01B-01D-1486-08/TCGA-76-4927-01A-01D-1486-08/TCGA-76-4928-01B-01D-1486-08/TCGA-76-4929-01A-01D-1486-08/TCGA-76-4931-01A-01D-1486-08/TCGA-76-4932-01A-01D-1486-08/TCGA-76-4934-01A-01D-1486-08/TCGA-76-4935-01A-01D-1486-08/TCGA-76-6191-01A-12D-1696-08/TCGA-76-6192-01A-11D-1696-08/TCGA-76-6193-01A-11D-1696-08/TCGA-76-6280-01A-21D-1845-08/TCGA-76-6282-01A-11D-1696-08/TCGA-76-6283-01A-11D-1845-08/TCGA-76-6285-01A-11D-1696-08/TCGA-76-6286-01A-11D-1845-08/TCGA-76-6656-01A-11D-1845-08/TCGA-76-6657-01A-11D-1845-08/TCGA-76-6660-01A-11D-1845-08/TCGA-76-6661-01B-11D-1845-08/TCGA-76-6662-01A-11D-1845-08/TCGA-76-6663-01A-11D-1845-08/TCGA-76-6664-01A-11D-1845-08/TCGA-81-5910-01A-11D-1696-08/TCGA-81-5911-01A-12D-1845-08/TCGA-87-5896-01A-01D-1696-08	broad.mit.edu__Illumina_Genome_Analyzer_DNA_Sequencing_level2.maf
Clinical	Biotab	n/a	n/a	selected_samples	N/A	biospecimen_aliquot_gbm.txt
Clinical	Biotab	n/a	n/a	selected_samples	N/A	biospecimen_analyte_gbm.txt
Clinical	Biotab	n/a	n/a	selected_samples	N/A	biospecimen_cqcf_gbm.txt
Clinical	Biotab	n/a	n/a	selected_samples	N/A	biospecimen_portion_gbm.txt
Clinical	Biotab	n/a	n/a	selected_samples	N/A	biospecimen_protocol_gbm.txt
Clinical	Biotab	n/a	n/a	selected_samples	N/A	biospecimen_sample_gbm.txt
Clinical	Biotab	n/a	n/a	selected_samples	N/A	biospecimen_shipment_portion_gbm.txt
Clinical	Biotab	n/a	n/a	selected_samples	N/A	biospecimen_slide_gbm.txt
Clinical	Biotab	n/a	n/a	selected_samples	N/A	clinical_drug_gbm.txt
Clinical	Biotab	n/a	n/a	selected_samples	N/A	clinical_follow_up_v1.0_gbm.txt
Clinical	Biotab	n/a	n/a	selected_samples	N/A	clinical_patient_gbm.txt
Clinical	Biotab	n/a	n/a	selected_samples	N/A	clinical_radiation_gbm.txt
